text,category,urgency
I returned my item but haven't been refunded. This is affecting my work.,REFUND,HIGH
"No rush, but i need help with something.",OTHER,LOW
I need help - my account shows the wrong information. Please advise.,ACCOUNT,MEDIUM
This is urgent - i keep getting error code 9001 when I try to log in. Please fix this ASAP.,TECHNICAL,HIGH
This is urgent - the portal froze and I lost all my work.,TECHNICAL,HIGH
Quick question - can I change my delivery address. Thanks.,DELIVERY,LOW
Quick question - how do I contact a human representative. Thanks.,OTHER,LOW
Could someone assist - i want to file a complaint. Let me know.,OTHER,MEDIUM
URGENT - my user account is locked. I want this escalated immediately.,ACCOUNT,CRITICAL
This is really frustrating - i was only refunded part of the amount. I need a resolution today.,REFUND,HIGH
The delivery driver couldn't find my address. Let me know.,DELIVERY,MEDIUM
Could someone assist - my saved card is not showing up anymore. Can someone help?,PAYMENT,MEDIUM
Could someone assist - the order has not arrived yet. Can someone help?,DELIVERY,MEDIUM
Payment is not going through. Please advise.,PAYMENT,MEDIUM
I'm having trouble - i need assistance. Please advise.,OTHER,MEDIUM
I need help - my payment is stuck processing for two weeks. Please advise.,PAYMENT,MEDIUM
The tracking hasn't updated in 5 days. Let me know.,DELIVERY,MEDIUM
My invoice shows an incorrect total. Let me know.,PAYMENT,MEDIUM
I need this fixed soon - the wrong amount was charged to my card. I need a resolution today.,PAYMENT,HIGH
I need help with something. No hurry.,OTHER,LOW
Please help immediately - the portal froze and I lost all my work.,TECHNICAL,HIGH
Images are not loading on the platform. No hurry.,TECHNICAL,LOW
This needs to be resolved right now - my subscription renewed but I cancelled it last month.,PAYMENT,CRITICAL
URGENT - my account was suspended without warning. I want this escalated immediately.,ACCOUNT,CRITICAL
Please help immediately - i was charged $199 but my order was cancelled. This is affecting my work.,PAYMENT,HIGH
"No rush, but how do I contact a human representative. Thanks.",OTHER,LOW
This is really frustrating - refund shows processed but I don't see it in my bank. I need a resolution today.,REFUND,HIGH
Quick question - i want to switch my payment method to a different card. Thanks.,PAYMENT,LOW
Please help immediately - my payment is stuck processing for a week. This is affecting my work.,PAYMENT,HIGH
"Just wondering, can you help me.",OTHER,LOW
This is unacceptable - the API keeps returning error code 9001. I want this escalated immediately.,TECHNICAL,CRITICAL
I need this fixed soon - i want a refund for my order. This is affecting my work.,REFUND,HIGH
I need help - my login shows the wrong information.,ACCOUNT,MEDIUM
The website logged me out randomly. Let me know.,TECHNICAL,MEDIUM
Please help immediately - i want to cancel my order and get a refund. I need a resolution today.,REFUND,HIGH
This is urgent - the transaction failed at checkout. I need a resolution today.,PAYMENT,HIGH
"Just wondering, i want to track my shipment. No hurry.",DELIVERY,LOW
"Whenever you get a chance, can you expedite my package. Whenever convenient.",DELIVERY,LOW
Please help immediately - i want to file a complaint.,OTHER,HIGH
This is unacceptable - my shipment was left at the wrong address.,DELIVERY,CRITICAL
"No rush, but i want to unsubscribe from marketing emails. Whenever convenient.",OTHER,LOW
Please help immediately - my user account was suspended without warning. This is affecting my work.,ACCOUNT,HIGH
Please help immediately - i'm being charged a fee I don't recognize. I need a resolution today.,PAYMENT,HIGH
"URGENT - i see an unauthorized charge of $1,200 on my account.",PAYMENT,CRITICAL
This is unacceptable - my refund of $250 still hasn't shown up after 2 days. I demand an immediate resolution.,REFUND,CRITICAL
This needs to be resolved right now - i was charged twice for the same order. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
"Just wondering, i want to switch my payment method to a different card. Thanks.",PAYMENT,LOW
"Just wondering, i need help with something. Thanks.",OTHER,LOW
I need this fixed soon - please refund my payment.,REFUND,HIGH
I need help - my delivery is delayed. Can someone help?,DELIVERY,MEDIUM
I was charged a restocking fee I wasn't told about. This is affecting my work.,REFUND,HIGH
Can I get a refund instead of store credit. Let me know.,REFUND,MEDIUM
I need this fixed soon - i'm being charged a fee I don't recognize. Please fix this ASAP.,PAYMENT,HIGH
I need help - my shipment is stuck in customs. Can someone help?,DELIVERY,MEDIUM
"Just wondering, i need information about your terms of service. Whenever convenient.",OTHER,LOW
"Just wondering, the refund policy is unclear to me.",REFUND,LOW
"Could someone assist - i returned the wrong item by mistake, can I still get a refund. Let me know.",REFUND,MEDIUM
I am extremely upset - i see an unauthorized charge of $12.50 on my account.,PAYMENT,CRITICAL
This is urgent - i cannot log into my login. This is affecting my work.,ACCOUNT,HIGH
"Whenever you get a chance, how do I request a refund. Whenever convenient.",REFUND,LOW
This is unacceptable - the website is completely down. I want this escalated immediately.,TECHNICAL,CRITICAL
I need help - i'm not sure who to contact about this. Can someone help?,OTHER,MEDIUM
I need help - i want to file a complaint. Please advise.,OTHER,MEDIUM
"Whenever you get a chance, can I get a refund instead of store credit.",REFUND,LOW
Could someone assist - my parcel arrived damaged. Please advise.,DELIVERY,MEDIUM
I'm having trouble - i can't update my billing address on my account. Can someone help?,ACCOUNT,MEDIUM
I need information about your terms of service.,OTHER,LOW
I need help - payment is not going through. Can someone help?,PAYMENT,MEDIUM
"Whenever you get a chance, can you expedite my delivery. Thanks.",DELIVERY,LOW
This is really frustrating - my shipment was left at the wrong address.,DELIVERY,HIGH
"No rush, but this is regarding a partnership inquiry.",OTHER,LOW
This is really frustrating - i keep getting 500 when I try to log in.,TECHNICAL,HIGH
I need this fixed soon - i have not received my refund. Please fix this ASAP.,REFUND,HIGH
I'm having trouble - the tracking hasn't updated in several days. Let me know.,DELIVERY,MEDIUM
Could someone assist - i can't update my billing address on my user account. Can someone help?,ACCOUNT,MEDIUM
This is really frustrating - my card was declined. This is affecting my work.,PAYMENT,HIGH
Could someone assist - please help me recover my old dashboard. Let me know.,ACCOUNT,MEDIUM
I am extremely upset - my profile was suspended without warning. I demand an immediate resolution.,ACCOUNT,CRITICAL
Quick question - i need information about your terms of service. No hurry.,OTHER,LOW
This is really frustrating - my subscription renewed but I cancelled it last month.,PAYMENT,HIGH
This is an emergency - the website is completely down. I want this escalated immediately.,TECHNICAL,CRITICAL
I need help - can I speak to a manager. Let me know.,OTHER,MEDIUM
Quick question - i have a general question. Thanks.,OTHER,LOW
I'm stuck on a loading screen. Let me know.,TECHNICAL,MEDIUM
I need this fixed soon - i can't upload files on the mobile app.,TECHNICAL,HIGH
I want to update my username.,ACCOUNT,LOW
This is urgent - my refund request was denied and I don't understand why. Please fix this ASAP.,REFUND,HIGH
This is unacceptable - the API keeps returning null pointer exception. I demand an immediate resolution.,TECHNICAL,CRITICAL
I was charged twice for the same order. Please fix this ASAP.,PAYMENT,HIGH
"Whenever you get a chance, my profile shows the wrong information. Thanks.",ACCOUNT,LOW
I'm having trouble - the discount code did not apply at checkout.,PAYMENT,MEDIUM
I need help - my two-factor authentication isn't working. Let me know.,ACCOUNT,MEDIUM
"Just wondering, i want to update my username. No hurry.",ACCOUNT,LOW
This is really frustrating - my delivery was left at the wrong address. I need a resolution today.,DELIVERY,HIGH
This is urgent - i am getting an error on the website.,TECHNICAL,HIGH
I am extremely upset - refund shows processed but I don't see it in my bank.,REFUND,CRITICAL
This is really frustrating - the transaction failed at checkout.,PAYMENT,HIGH
My package is stuck in customs. Let me know.,DELIVERY,MEDIUM
"No rush, but my login shows the wrong information. Thanks.",ACCOUNT,LOW
Quick question - can you help me. No hurry.,OTHER,LOW
Could someone assist - i want a refund for my order. Let me know.,REFUND,MEDIUM
"No rush, but the discount code did not apply at checkout. No hurry.",PAYMENT,LOW
This is an emergency - i was charged $5.99 but my order was cancelled. I want this escalated immediately.,PAYMENT,CRITICAL
"Whenever you get a chance, the notifications are not working. Thanks.",TECHNICAL,LOW
"Whenever you get a chance, do you have a loyalty program.",OTHER,LOW
This is urgent - payPal payment did not go through. This is affecting my work.,PAYMENT,HIGH
Please help immediately - i can't upload files on the portal.,TECHNICAL,HIGH
"Just wondering, how long does a refund usually take. Whenever convenient.",REFUND,LOW
This is really frustrating - my order was left at the wrong address. Please fix this ASAP.,DELIVERY,HIGH
"No rush, but my user account shows the wrong information. No hurry.",ACCOUNT,LOW
I need this fixed soon - my refund of $430 still hasn't shown up after 2 days. This is affecting my work.,REFUND,HIGH
Please help immediately - i'm seeing a blank screen instead of the dashboard. I need a resolution today.,TECHNICAL,HIGH
"Just wondering, i need help with something.",OTHER,LOW
I want to dispute a charge and request a refund.,REFUND,HIGH
I need this fixed soon - can I speak to a manager. I need a resolution today.,OTHER,HIGH
"Whenever you get a chance, i want to switch my payment method to a different card.",PAYMENT,LOW
I'm having trouble - my order has not been delivered.,DELIVERY,MEDIUM
"Whenever you get a chance, i need help with something. No hurry.",OTHER,LOW
This is urgent - my payment is stuck processing for several days. I need a resolution today.,PAYMENT,HIGH
"Just wondering, the app is very slow. Whenever convenient.",TECHNICAL,LOW
"No rush, but i'm not sure who to contact about this.",OTHER,LOW
Please help immediately - my payment failed. I need a resolution today.,PAYMENT,HIGH
I want to merge two accounts. No hurry.,ACCOUNT,LOW
I'm having trouble - i can't upload files on the website. Let me know.,TECHNICAL,MEDIUM
Please help immediately - my package was left at the wrong address.,DELIVERY,HIGH
Could someone assist - i need to change the delivery date for #46048.,DELIVERY,MEDIUM
The notifications are not working. Thanks.,TECHNICAL,LOW
I want to file a complaint. Let me know.,OTHER,MEDIUM
This is urgent - the wrong amount was charged to my card. I need a resolution today.,PAYMENT,HIGH
I need information about your terms of service. Whenever convenient.,OTHER,LOW
Could someone assist - my order has been sitting at the warehouse for a week. Please advise.,DELIVERY,MEDIUM
This is really frustrating - i keep getting logged out of my dashboard. I need a resolution today.,ACCOUNT,HIGH
My payment failed. I need a resolution today.,PAYMENT,HIGH
This is really frustrating - my refund of $89.00 still hasn't shown up after a week. This is affecting my work.,REFUND,HIGH
This is urgent - the order has not arrived yet. Please fix this ASAP.,DELIVERY,HIGH
I'm having trouble - i need help with something.,OTHER,MEDIUM
"I returned the wrong item by mistake, can I still get a refund. Let me know.",REFUND,MEDIUM
I'm having trouble - images are not loading on the system.,TECHNICAL,MEDIUM
Quick question - i want to track my shipment. Thanks.,DELIVERY,LOW
Please help me recover my old dashboard. Please fix this ASAP.,ACCOUNT,HIGH
This is really frustrating - can I speak to a manager. Please fix this ASAP.,OTHER,HIGH
I need this fixed soon - my payment failed.,PAYMENT,HIGH
"Whenever you get a chance, can you help me. Thanks.",OTHER,LOW
This is really frustrating - i want to cancel my order and get a refund.,REFUND,HIGH
